course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
311638,joomla 3 develop a professional website in 3 simple steps,web development,all levels,1309,74,35,5.0,joomla 3 develop a professional website in 3 simple steps web development all levels
631128,complete python web course build 8 python web apps,web development,all levels,7489,941,110,16.0,complete python web course build 8 python web apps web development all levels
246154,web design for beginners real world coding in html css,web development,all levels,9103,1724,100,9.0,web design for beginners real world coding in html css web development all levels
967058,ethereum developer build a decentralised blockchain app,web development,all levels,3169,527,195,3.5,ethereum developer build a decentralised blockchain app web development all levels
548278,the complete web development course build 15 projects,web development,all levels,7501,1213,200,76.5,the complete web development course build 15 projects web development all levels
1004134,angular 2 + rails 5 bootcamp,web development,intermediate level,1967,372,150,9.0,angular 2 + rails 5 bootcamp web development intermediate level
1025026,javascript from beginner to pro build real world js apps,web development,beginner level,28694,688,195,11.5,javascript from beginner to pro build real world js apps web development beginner level
1251786,redux in angular 2 and 4+,web development,intermediate level,909,16,70,1.5,redux in angular 2 and 4+ web development intermediate level
687466,the complete javascript developer mean stack zero to hero,web development,all levels,4820,983,75,11.5,the complete javascript developer mean stack zero to hero web development all levels
369662,running a web development business the complete guide,web development,all levels,24575,525,150,19.5,running a web development business the complete guide web development all levels
318638,projects in javascript jquery,web development,all levels,9109,620,60,9.0,projects in javascript jquery web development all levels
231176,learn to build beautiful html5 and css3 websites in 1 month,web development,all levels,18818,407,50,11.0,learn to build beautiful html5 and css3 websites in 1 month web development all levels
